"input_name","host","registrable_domain","route_code","review_reason","delegation_status","delegation_reason","host_resolution_status","host_resolution_reason","ip_location_status","ip_location_reason","ip_location_policy_status","ip_location_policy_reason","ip_location_provider","source_id","source_input_label","source_ids","source_input_labels"
"0000552bb3.shop","0000552bb3.shop","0000552bb3.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0000552bb4.shop","0000552bb4.shop","0000552bb4.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0000f0deb5f4e6c3.com","0000f0deb5f4e6c3.com","0000f0deb5f4e6c3.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0000wb.com","0000wb.com","0000wb.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0001.xin","0001.xin","0001.xin","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"00012023.com","00012023.com","00012023.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0001700.xin","0001700.xin","0001700.xin","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0003399xtz1.shop","0003399xtz1.shop","0003399xtz1.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0003399xtz2.shop","0003399xtz2.shop","0003399xtz2.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"00042.com","00042.com","00042.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"00058.com","00058.com","00058.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0006111xtz2.shop","0006111xtz2.shop","0006111xtz2.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0006266.com","0006266.com","0006266.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"00063.xin","00063.xin","00063.xin","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"000678.xin","000678.xin","000678.xin","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0006fc9541020.beer","0006fc9541020.beer","0006fc9541020.beer","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0007999ab0.shop","0007999ab0.shop","0007999ab0.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0007999ab1.shop","0007999ab1.shop","0007999ab1.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0007999ab2.shop","0007999ab2.shop","0007999ab2.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0007999ab3.shop","0007999ab3.shop","0007999ab3.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0007999ab4.shop","0007999ab4.shop","0007999ab4.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0007999ab5.shop","0007999ab5.shop","0007999ab5.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0007999ab6.shop","0007999ab6.shop","0007999ab6.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0007999ab7.shop","0007999ab7.shop","0007999ab7.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0007999ab8.shop","0007999ab8.shop","0007999ab8.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0007999ab9.shop","0007999ab9.shop","0007999ab9.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0008.xin","0008.xin","0008.xin","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"000868adh1.shop","000868adh1.shop","000868adh1.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"000868agl1.shop","000868agl1.shop","000868agl1.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"000868atz2.shop","000868atz2.shop","000868atz2.shop","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0009.xin","0009.xin","0009.xin","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"00091.xin","00091.xin","00091.xin","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"000b0fb9410281.beer","000b0fb9410281.beer","000b0fb9410281.beer","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"001.com","001.com","001.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"001.xn--czrs0t","001.xn--czrs0t","001.xn--czrs0t","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"001.xn--fjq720a","001.xn--fjq720a","001.xn--fjq720a","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"001.xn--unup4y","001.xn--unup4y","001.xn--unup4y","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"001.xn--vhquv","001.xn--vhquv","001.xn--vhquv","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"00117163.xyz","00117163.xyz","00117163.xyz","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"001d628661009.beer","001d628661009.beer","001d628661009.beer","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"001jm.com","001jm.com","001jm.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"001job.com","001job.com","001job.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"001km.com","001km.com","001km.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"001u.com","001u.com","001u.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"001win5.cc","001win5.cc","001win5.cc","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"002.xin","002.xin","002.xin","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"002049.com","002049.com","002049.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"002574.com","002574.com","002574.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"0028.xin","0028.xin","0028.xin","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"00333118.com","00333118.com","00333118.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"00394.net","00394.net","00394.net","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
"003store.com","003store.com","003store.com","manual_filter_to_review_out","host was explicitly sent to review by manual_filter_out","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","","manual_filter_to_review_out","/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt","[""manual_filter_to_review_out"", ""direct""]","[""/home/runner/work/niamodretlif/niamodretlif/input/manual_filter_out/direct.txt"", ""https://is.gd/43bKSw""]"
